0,1,2,3,4
-0.0016288054676798355,0.0005236618696458061,0.0002474786640924384,-7.1715895921754e-05,4.388089534840018e-05
-0.0021210142993965484,-0.0006430986559539387,-3.694204754589096e-05,-1.9861218490353832e-05,8.788151090161329e-06
0.01156210605954626,-0.0008510334505254853,-3.268803009623753e-05,-8.679368410441101e-05,2.3141132728972897e-05
-0.0031377722155422967,-0.00034361446576561955,-0.00013495215196253612,1.2204006745882131e-05,-2.459204426790644e-05
-0.0034083897037243027,0.0018531278611431847,-2.3249619536974874e-05,-6.152514975614389e-05,2.754547993674411e-05
-0.005404843149838153,-0.000801195428702946,9.298170159926575e-05,-7.1912063451948696e-06,1.7241095652636934e-05
-0.002484741068513558,0.0012694913384834873,-0.0001243365961687429,-2.4659152808373033e-05,-2.583210126548021e-05
0.0003057335055810477,-0.00019783166785432489,-0.00027065014999855876,0.00011311101485239478,-7.493249541111659e-06
0.004377192254352118,0.0010770499031114156,0.0005518535307236756,0.00016779397640766057,-5.164394727631122e-06
0.006221486865453571,-0.0010650817075534753,8.4057115525256e-05,-7.394117811012146e-05,-2.5436505589250924e-05
-4.235155002631404e-05,0.001340571992158509,-8.66939648095683e-05,-5.089847445718827e-05,-1.3793717272801656e-06
0.002965112721207309,-0.0009813182022479225,-0.00035499684165446726,0.00012623521244930607,4.116103040093243e-05
0.0017034510970197318,0.002467420240671487,-0.00011198190059351629,-2.210489033465618e-05,-1.3617049122531995e-05
-0.004089592364633306,-0.0019036127073680585,0.00010216633871366552,-2.1066270498482755e-05,4.782987549225871e-06
-0.004063909743774188,-0.001832387833550678,0.0001514348861255501,-2.845450309696795e-05,-2.588906823107954e-05
-0.0041283291133206845,0.00018681338501100631,1.1700878720017683e-06,5.884233359481641e-05,1.0411517535162972e-06
0.0033746661732888764,-9.896247070255909e-05,-5.465102228536309e-05,-9.974920126455663e-06,-3.817813998841206e-05
