0,1,2,3,4
-0.0009643928869904441,-0.0008553377693492566,-9.022758108646668e-05,-1.237938985760888e-05,5.512726407569715e-06
0.0012085047770800008,-0.0017360327349417951,-3.0024890313932213e-05,3.709477658270353e-07,1.6856068591407245e-05
0.008246659231142813,-0.0030088497342676845,0.0004908454457051856,0.00028184933520431464,-6.886743387094647e-05
0.0015002721787839989,-0.0010428496203460215,-2.1562909854982115e-05,-5.443330703639746e-05,-6.593705832153608e-06
0.002899861657361272,0.0006624081102592177,0.0002537413394642296,-0.00011951028819515024,-6.191799444734654e-05
-0.0031189491507574276,-0.0006881456330449933,-4.729392575161604e-05,-5.283871261442539e-05,1.4054215154334242e-05
0.014131944213751186,0.004944338792717556,0.0006955755693662442,-7.633242314113272e-05,9.756740016172329e-05
0.0009610922547560544,-0.0013069326279956733,-5.734578213563303e-05,-9.577525588190752e-05,-3.568229774151284e-05
0.00011811327061327922,0.0004922161336388146,5.534063559677996e-05,5.782806956410225e-05,-3.086145732140806e-05
0.002865082553739176,-0.002433426333642507,-9.922689616126052e-05,5.803068129598651e-05,5.6176851451241244e-05
0.005573893036577256,-0.001136233171677877,-1.7350179557999754e-05,5.823417213441527e-05,-3.110690908735488e-05
-0.00023282679573931173,-0.0005013511972038638,-3.858489730445538e-05,-7.309461204728249e-05,-2.1109672809272173e-05
0.003199991170761764,-0.0023777467405430154,-0.00012721338715945143,-0.00014050020808574953,1.968169730804663e-05
-0.0019463814943773675,0.0014565445083958262,-0.0001404106801235405,-2.6177606863811262e-05,1.912261777153266e-05
-0.005060582715749256,0.0027844478066394365,9.922409112284404e-05,6.281073120003195e-05,1.2625954539507891e-05
-0.0010415653767136953,0.00022301403708425657,5.62832366691867e-05,-4.277429774723462e-05,4.486611395553145e-05
0.001605843340702985,3.368672011260568e-05,-0.00016425455185277508,-5.115738916728687e-05,5.087107543139899e-06
-0.004741118775614777,0.0014616150606073589,5.793956253313355e-05,4.292484065217139e-05,9.611080143200028e-06
-0.0007035761370541632,-0.000720921677367193,5.193962251766838e-05,-3.3483652545857863e-06,6.726855984144384e-07
0.005622565122036186,0.0004343667473071578,-0.00023953770370951599,-8.600315198266058e-06,-1.2852536626969772e-05
-0.00680059370923488,0.0019501710791274113,2.5469871921944354e-05,4.8333105297419655e-05,1.322922388188587e-05
-0.0038334468894439893,-0.0001650116009021608,-1.8640611009670717e-05,-9.809559827272617e-06,1.8699963862625342e-05
0.0020905640544373045,6.0252572116623694e-05,-0.00022107004286141062,1.8427173230057958e-05,-7.28577453384246e-05
-0.0013313151200557507,0.0015917924578055737,-0.00012523903752168666,0.00012774150111780628,-2.3410725112079262e-05
-0.001429012945687691,0.0023045759932105205,-0.00012510844413813853,-1.537816211282881e-05,2.2870485007119518e-05
0.000301868114734923,-0.0005452725857986445,-0.00016365567307220308,3.435436294973428e-05,3.9324676241472316e-05
-0.0016760039986617884,-0.0007684276523634445,-3.773605075379856e-05,4.9723405119176966e-05,2.1401724085303605e-05
-0.0016916950966743554,-0.0006377371957926874,-1.1769963582951159e-05,3.1959135777480964e-05,2.1695179849805565e-05
-0.0036387549773285958,0.0006230697742200877,3.429593290793498e-05,3.219558061586615e-05,-1.2550878799945832e-05
-0.003757754436520118,0.0006917779647930292,-5.0612622145091246e-05,8.40930354805322e-05,-2.7435151655461556e-05
-0.002504021008038474,-0.00034627176112946294,-5.8125425422679354e-05,-2.2023163102686395e-05,2.221039125892103e-05
-0.0024791803055603393,-0.000597084620398878,-7.017671367260742e-05,-2.030497792125938e-06,1.8269797034624746e-05
-0.004066234355968754,0.0007649511007936317,6.0663671829505065e-05,4.2242631315029747e-05,8.136230289320028e-06
0.0019209052116751515,-0.0015929211951296704,-0.00015385088438051814,-0.00010823379960469252,-2.5030135730475815e-05
-0.0028133753264799085,-0.0001012372849510701,5.799804535454056e-07,7.429074939740201e-05,2.7953783071931576e-05
0.008702008577735742,-0.0011284708628875025,-0.00022784226786591529,0.0003585583697702066,3.1403349195171846e-05
-0.0028153341773553154,0.0008181961679715023,-0.00011874270488418784,5.301969375763742e-05,-2.062933012324633e-05
0.004681244565887652,-0.002099983726680249,-5.917592587828977e-05,0.00018176395277221948,5.570700574208553e-05
