"Glucose_max","Glucose_min","Glucose_variance","velocity_max","velocity_min","velocity_variance","rms_max","rms_min","rms_variance"
"0.11836855496008239","0.08384439309672503","0.3292315128024343","0.005311409517439594","-0.012140364611290502","0.027867080986097633","0.11648175599644359","0.08903011290439636","0.24200554434767155"
"0.05667822746283327","0.01543219064582094","0.47903390333191326","0.0044893645515115465","-0.004208779267042074","0.017886728027321424","0.05507268037954818","0.02020642674671985","0.3554092581213735"
"0.03187950944129202","0.01161963428234008","0.47561728706383993","0.0013407270325777015","-0.0029793934057282256","0.007587356548214197","0.031376492572433946","0.01170924351691426","0.43184914294811616"
"0.07639582485862403","0.03953819005841069","0.4141547225756823","0.001675347036373334","-0.006031249330944003","0.011706313108851679","0.07467102745228141","0.04102267766842971","0.3468671465722909"
"0.08424388827973865","0.04257004992859134","0.4127875841409074","0.00044810578872201415","-0.004929163675942156","0.004152837713792364","0.07989388178681404","0.0443724298725361","0.33646038616484014"
"0.13613895337264692","0.08437778880908846","0.3262458144130003","0.00992679868342217","-0.014181140976317386","0.04481813864560521","0.1323408967134188","0.09619999385456152","0.18413275648457395"
"0.027788893122035772","0.009619232234550844","0.49200598954948516","0.0002137607163233521","-0.001923846446910169","0.003874412983360757","0.027490492456858202","0.009726347491762021","0.4312047178925341"
"0.04682779630948642","0.019676826462292338","0.4905344706560588","0.0007626676923369124","-0.003203204307815032","0.004604662871117605","0.04445362245381015","0.021017106910346615","0.3753260509523662"
"0.14119425186525292","0.0908382599412816","0.2955139740437606","0.004936861953330522","-0.021722192594654296","0.027413965900182566","0.1366945667695774","0.0924298697236152","0.23270044239765356"
"0.06210760829889128","0.0348408534359634","0.41041683781056776","0.0021207476004499464","-0.005150387029664155","0.010731624089927618","0.06108342157444903","0.03569295861134958","0.38815633560806556"
"0.023389206424775055","0.005986523073007901","0.5128347255966285","0.001809879068583784","-0.00034805366703534305","0.003334859035637092","0.023195106950245598","0.0072466746088368245","0.42255107890932053"
"0.034939249030902494","0.012425204062661373","0.5058189655658551","0.0007433882772532446","-0.0024425614824035175","0.005676875045387611","0.03349657470927557","0.01335736851496504","0.395984936276103"
"0.13058380916375206","0.06955720488119456","0.3627182210093991","0.0059058004144410476","-0.009186800644686074","0.02423960835976029","0.127614292012459","0.07951076067855484","0.2090571041251253"
"0.10657198351008275","0.06684969874723373","0.3418081074149521","0.0077506897098242","-0.010172780244144263","0.026167793810739706","0.10292260417283329","0.06811304452288384","0.28998885835559457"
"0.049258229017729534","0.022210183619601264","0.42454696997508146","0.002638833697378368","-0.004837861778527008","0.01734788819572817","0.04820939649070056","0.022697123223285424","0.4179292375590222"
"0.06277442855442399","0.02446139704233423","0.45185947138580146","0.002947156270160751","-0.004715450032257201","0.016183490003068273","0.06012617735020829","0.026203517594843583","0.36015981183141665"
"0.08538097015851465","0.050394031258972925","0.40130660879955987","0.005777659634786705","-0.0003209810908214836","0.005128064133504702","0.08384797787695793","0.05304604632709996","0.31543962290142485"
"0.03751701580366702","0.015970081051560964","0.48433228101711784","0.0010139734000991088","-0.0029151735252849376","0.005710382302282287","0.03686206476876476","0.016508724010864635","0.4050006511709284"
"0.040431015539729415","0.01804093123685137","0.4438357238028248","0.0027383556341649402","-0.003382674606909632","0.012338976475076853","0.03927803284321508","0.01859658484497351","0.4281230542300736"
"0.09167002775230583","0.04848325912233064","0.38670188800369854","0.010592980984710896","-0.006926179874618663","0.027252480694896605","0.08805225456375017","0.049880210442190945","0.304293078310735"
"0.15949829629536258","0.12634955399301315","0.228877619738809","0.007686664881704221","-0.009608331102130276","0.0281039143938113","0.15664909837562968","0.12866789515794477","0.17377528826585564"
"0.2148768952748664","0.17268645465012092","0.11565181548598642","0.011774076453417336","-0.01471759556677167","0.038144737132279546","0.20809475025441174","0.18043289308157112","0.07305597323411826"
"0.14324647931183776","0.1032568371706164","0.26194210369717447","0.011937206609319814","-0.010743485948387832","0.040644698128165624","0.14016893486196425","0.1056537199289245","0.203893506240385"
"0.06004107256755903","0.03140223460646393","0.4157334861275403","0.005024357537034229","-0.00351705027592396","0.012308182399284088","0.058540449692318586","0.033232051824274696","0.38723521552144907"
"0.02613850831546889","0.007830523588178442","0.48363166445063793","0.0006617343877333895","-0.0027572266155557897","0.0091446790648549","0.02563275412785056","0.00831714106576463","0.44140022161506703"
"0.10038719315033028","0.06583255099769433","0.3518496648707541","0.003872502999864373","-0.008340775692015572","0.022300630098917123","0.09719074591209531","0.06805140028872958","0.2988560873736305"
"0.23238409020553635","0.19961197492014018","0.08571516753168619","0.0059585664155265726","-0.008937849623289858","0.025704061550532398","0.22631892071859777","0.2077604164943323","0.025484651786938158"
"0.04137246661560519","0.020686233307802594","0.4645220234264836","0.004183732579106142","-0.0012783627325046547","0.013449685953375637","0.04121000187264452","0.021085412156984402","0.3947688068205025"
"0.05924698924754275","0.029327259677533662","0.4846648937154494","0.005332229032278848","-0.0029623494623771374","0.02042576939647152","0.05924698924754275","0.034713376769385136","0.31000484237617304"
"0.06518766645401865","0.019762776707779407","0.5049241965429372","0.0026547013488061894","-0.006489269963748463","0.025374160890571096","0.0584224951237121","0.021954330815100214","0.30820894208082367"
"0.052265774132572745","0.016592309248435792","0.4869734853975943","0.00559990437134708","-0.002903654118476264","0.016610745147600723","0.048327593028767234","0.01809698266639771","0.3584368601257607"
"0.1671907797302097","0.12159329434924342","0.23288493459389817","0.005910785141977111","-0.005910785141977111","0.0055262377138512","0.16467663807602465","0.12482188632805333","0.18330622920871956"
"0.051310042202842014","0.02095160056616049","0.4612841682518084","0.0029930857951657843","-0.003420669480189468","0.009626988199671158","0.05004482996811707","0.02298436317030822","0.3842255913261162"
"0.05666228467527805","0.029140603547285853","0.4134800538312696","0.0034691194699149825","-0.006244415045846968","0.01939751727307648","0.05574505468989771","0.029559214158550888","0.39879056740057334"
"0.05587303580228808","0.02429262426186438","0.4787939206697121","0.0022423960857105582","-0.003737326809517597","0.009385534151844429","0.052276038266421486","0.025972673596537734","0.3549011039751389"
